,Country1,Country2,Start_idx,End_idx,Flow
867,Oman,Bahrain,12332,12182,60
868,Oman,Djibouti,12332,12226,76
869,Oman,France,12332,12240,3993
870,Oman,Germany,12332,12247,164
871,Oman,Greece,12332,12250,22
872,Oman,India,12332,12265,44
873,Oman,Iran,12332,12267,1091
874,Oman,Kuwait,12332,12281,33
875,Oman,Netherlands,12332,12319,110
876,Oman,Pakistan,12332,12333,1265
877,Oman,Qatar,12332,12345,229
878,Oman,Singapore,12332,12360,208
879,Oman,Somalia,12332,12364,65
880,Oman,United Arab Emirates,12332,12402,76
881,Oman,United Kingdom,12332,12403,44
882,Oman,United States,12332,12404,22
883,Oman,Yemen,12332,12413,164
884,Pakistan,France,12333,12240,2162
885,Pakistan,Germany,12333,12247,338
886,Pakistan,Italy,12333,12272,873
887,Pakistan,Netherlands,12333,12319,218
888,Pakistan,Oman,12333,12332,1265
889,Pakistan,Singapore,12333,12360,1519
890,Pakistan,United Arab Emirates,12333,12402,142
891,Pakistan,United Kingdom,12333,12403,46
892,Panama,Argentina,12336,12175,2
893,Panama,Brazil,12336,12195,200
894,Panama,Chile,12336,12209,733
895,Panama,Colombia,12336,12213,834
896,Panama,Costa Rica,12336,12218,377
897,Panama,Cuba,12336,12221,4
898,Panama,Ecuador,12336,12229,287
899,Panama,Guatemala,12336,12255,13
900,Panama,Honduras,12336,12261,3
901,Panama,Mexico,12336,12305,82
902,Panama,Nicaragua,12336,12323,50
903,Panama,Peru,12336,12339,1233
904,Panama,United States,12336,12404,4022
905,Panama,Venezuela,12336,12409,142
906,Papua New Guinea,Australia,12337,12178,71
907,Papua New Guinea,China,12337,12210,11
908,Peru,Brazil,12339,12195,1745
909,Peru,Chile,12339,12209,3344
910,Peru,Colombia,12339,12213,654
911,Peru,Ecuador,12339,12229,535
912,Peru,Guatemala,12339,12255,251
913,Peru,Panama,12339,12336,1233
914,Peru,United States,12339,12404,4783
915,Philippines,Australia,12340,12178,11
916,Philippines,China,12340,12210,3565
917,Philippines,France,12340,12240,12
918,Philippines,Germany,12340,12247,24
919,Philippines,Japan,12340,12274,2562
920,Philippines,Netherlands,12340,12319,34
921,Philippines,Singapore,12340,12360,5915
922,Philippines,South Korea,12340,12367,5
923,Philippines,Sweden,12340,12380,1
924,Philippines,Taiwan,12340,12383,35
925,Philippines,United Kingdom,12340,12403,13
926,Philippines,United States,12340,12404,4286
927,Poland,Finland,12342,12239,109
928,Poland,Germany,12342,12247,25873
929,Poland,Italy,12342,12272,100
930,Poland,Latvia,12342,12284,884
931,Poland,Lithuania,12342,12290,695
932,Poland,Netherlands,12342,12319,2360
933,Poland,Russia,12342,12348,2694
934,Poland,Sweden,12342,12380,500
935,Poland,Ukraine,12342,12401,2756
936,Poland,United Kingdom,12342,12403,197
937,Portugal,Angola,12343,12171,65
938,Portugal,Brazil,12343,12195,242
939,Portugal,Cameroon,12343,12203,43
940,Portugal,Cape Verde,12343,12205,22
941,Portugal,Ivory Coast,12343,12219,22
942,Portugal,Equatorial Guinea,12343,12232,31
943,Portugal,France,12343,12240,1107
944,Portugal,Gabon,12343,12244,47
945,Portugal,Gambia,12343,12245,56
946,Portugal,Germany,12343,12247,219
947,Portugal,Ghana,12343,12248,100
948,Portugal,Guinea,12343,12257,22
949,Portugal,Guinea Bissau,12343,12258,3
950,Portugal,Liberia,12343,12287,7
951,Portugal,Mauritania,12343,12302,11
952,Portugal,Namibia,12343,12316,11
953,Portugal,Netherlands,12343,12319,109
954,Portugal,Nigeria,12343,12325,76
955,Portugal,Senegal,12343,12356,425
956,Portugal,Sierra Leone,12343,12359,52
957,Portugal,South Africa,12343,12365,22
958,Portugal,Spain,12343,12370,13764
959,Portugal,Togo,12343,12388,33
960,Portugal,United Kingdom,12343,12403,3384
961,Portugal,United States,12343,12404,98
962,Qatar,Bahrain,12345,12182,136
963,Qatar,Djibouti,12345,12226,0
964,Qatar,France,12345,12240,479
965,Qatar,Germany,12345,12247,351
966,Qatar,Greece,12345,12250,1
967,Qatar,Iran,12345,12267,436
968,Qatar,Iraq,12345,12268,20
969,Qatar,Kuwait,12345,12281,33
970,Qatar,Netherlands,12345,12319,44
971,Qatar,Oman,12345,12332,229
972,Qatar,Saudi Arabia,12345,12355,11
973,Qatar,Singapore,12345,12360,644
974,Qatar,United Arab Emirates,12345,12402,287
975,Qatar,United Kingdom,12345,12403,242
976,Qatar,United States,12345,12404,22
977,Romania,Bulgaria,12347,12199,4258
978,Romania,Germany,12347,12247,6346
979,Romania,Italy,12347,12272,55
980,Romania,Lithuania,12347,12290,44
981,Romania,Malaysia,12347,12296,11
982,Romania,Netherlands,12347,12319,524
983,Romania,Spain,12347,12370,436
984,Romania,Turkey,12347,12395,1767
985,Romania,Ukraine,12347,12401,993
986,Romania,United Kingdom,12347,12403,480
987,Russia,China,12348,12210,1214
988,Russia,Cyprus,12348,12223,11
989,Russia,Estonia,12348,12234,98
990,Russia,Finland,12348,12239,6103
991,Russia,France,12348,12240,33
992,Russia,Georgia,12348,12246,98
993,Russia,Germany,12348,12247,27680
994,Russia,Japan,12348,12274,338
995,Russia,Latvia,12348,12284,938
996,Russia,Lithuania,12348,12290,65
997,Russia,Netherlands,12348,12319,7292
998,Russia,Poland,12348,12342,2694
999,Russia,Sweden,12348,12380,11133
1000,Russia,Ukraine,12348,12401,721
1001,Russia,United Kingdom,12348,12403,154
1002,Russia,United States,12348,12404,109
1003,Samoa,Australia,12352,12178,65
1004,Samoa,Fiji,12352,12238,7
1005,Saudi Arabia,Bahrain,12355,12182,829
1006,Saudi Arabia,China,12355,12210,109
1007,Saudi Arabia,Djibouti,12355,12226,15
1008,Saudi Arabia,France,12355,12240,4079
1009,Saudi Arabia,Germany,12355,12247,1096
1010,Saudi Arabia,India,12355,12265,5
1011,Saudi Arabia,Italy,12355,12272,2149
1012,Saudi Arabia,Jordan,12355,12276,0
1013,Saudi Arabia,Kuwait,12355,12281,567
1014,Saudi Arabia,Netherlands,12355,12319,1616
1015,Saudi Arabia,Qatar,12355,12345,11
1016,Saudi Arabia,Singapore,12355,12360,1509
1017,Saudi Arabia,Sudan,12355,12376,65
1018,Saudi Arabia,Taiwan,12355,12383,0
1019,Saudi Arabia,United Arab Emirates,12355,12402,551
1020,Saudi Arabia,United Kingdom,12355,12403,1450
1021,Saudi Arabia,United States,12355,12404,164
1022,Saudi Arabia,Yemen,12355,12413,8
1023,Senegal,Ivory Coast,12356,12219,5
1024,Senegal,France,12356,12240,305
1025,Senegal,Gambia,12356,12245,22
1026,Senegal,Ghana,12356,12248,22
1027,Senegal,Guinea,12356,12257,22
1028,Senegal,Italy,12356,12272,11
1029,Senegal,Mauritania,12356,12302,11
1030,Senegal,Portugal,12356,12343,425
1031,Senegal,Sierra Leone,12356,12359,5
1032,Senegal,Spain,12356,12370,55
1033,Senegal,United Kingdom,12356,12403,147
1034,Seychelles,France,12358,12240,9
1035,Seychelles,Germany,12358,12247,1
1036,Seychelles,Kenya,12358,12278,2
1037,Seychelles,Tanzania,12358,12385,1
1038,Seychelles,United Kingdom,12358,12403,23
1039,Sierra Leone,Ivory Coast,12359,12219,5
1040,Sierra Leone,France,12359,12240,33
1041,Sierra Leone,Ghana,12359,12248,22
1042,Sierra Leone,Liberia,12359,12287,2
1043,Sierra Leone,Nigeria,12359,12325,0
1044,Sierra Leone,Portugal,12359,12343,52
1045,Sierra Leone,Senegal,12359,12356,5
1046,Sierra Leone,South Africa,12359,12365,22
1047,Sierra Leone,United Kingdom,12359,12403,16
1048,Singapore,Australia,12360,12178,6730
1049,Singapore,Bahrain,12360,12182,44
1050,Singapore,Bangladesh,12360,12183,2603
1051,Singapore,Brunei,12360,12198,86
1052,Singapore,Bulgaria,12360,12199,55
1053,Singapore,Cambodia,12360,12202,602
1054,Singapore,China,12360,12210,63534
1055,Singapore,Denmark,12360,12225,10
1056,Singapore,Djibouti,12360,12226,47
1057,Singapore,Egypt,12360,12230,2
1058,Singapore,France,12360,12240,6958
1059,Singapore,Germany,12360,12247,1740
1060,Singapore,India,12360,12265,35918
1061,Singapore,Indonesia,12360,12266,35134
1062,Singapore,Israel,12360,12271,11
1063,Singapore,Italy,12360,12272,976
1064,Singapore,Japan,12360,12274,47608
1065,Singapore,Kuwait,12360,12281,44
1066,Singapore,Malaysia,12360,12296,13999
1067,Singapore,Maldives,12360,12297,33
1068,Singapore,Mauritius,12360,12303,14
1069,Singapore,Netherlands,12360,12319,132
1070,Singapore,New Zealand,12360,12322,22
1071,Singapore,Oman,12360,12332,208
1072,Singapore,Pakistan,12360,12333,1519
1073,Singapore,Philippines,12360,12340,5915
1074,Singapore,Qatar,12360,12345,644
1075,Singapore,Saudi Arabia,12360,12355,1509
1076,Singapore,South Africa,12360,12365,131
1077,Singapore,South Korea,12360,12367,308
1078,Singapore,Sri Lanka,12360,12371,759
1079,Singapore,Sudan,12360,12376,11
1080,Singapore,Taiwan,12360,12383,14618
1081,Singapore,Thailand,12360,12386,12353
1082,Singapore,Turkey,12360,12395,22
1083,Singapore,United Arab Emirates,12360,12402,1122
1084,Singapore,United Kingdom,12360,12403,1334
1085,Singapore,United States,12360,12404,55680
1086,Singapore,Vietnam,12360,12410,7796
1087,Somalia,Djibouti,12364,12226,208
1088,Somalia,Kenya,12364,12278,11
1089,Somalia,Oman,12364,12332,65
1090,Somalia,Tanzania,12364,12385,0
1091,Somalia,United Kingdom,12364,12403,131
1092,South Africa,Angola,12365,12171,246
1093,South Africa,Brazil,12365,12195,101
1094,South Africa,China,12365,12210,45
1095,South Africa,Ivory Coast,12365,12219,11
1096,South Africa,Cyprus,12365,12223,11
1097,South Africa,Djibouti,12365,12226,11
1098,South Africa,Equatorial Guinea,12365,12232,11
1099,South Africa,France,12365,12240,3231
1100,South Africa,Gabon,12365,12244,22
1101,South Africa,Germany,12365,12247,404
1102,South Africa,Ghana,12365,12248,27
1103,South Africa,India,12365,12265,11
1104,South Africa,Kenya,12365,12278,1275
1105,South Africa,Madagascar,12365,12294,11
1106,South Africa,Mauritius,12365,12303,132
1107,South Africa,Mozambique,12365,12313,222
1108,South Africa,Namibia,12365,12316,140
1109,South Africa,Netherlands,12365,12319,237
1110,South Africa,Nigeria,12365,12325,318
1111,South Africa,Portugal,12365,12343,22
1112,South Africa,Sierra Leone,12365,12359,22
1113,South Africa,Singapore,12365,12360,131
1114,South Africa,Spain,12365,12370,22
1115,South Africa,Tanzania,12365,12385,25
1116,South Africa,United Arab Emirates,12365,12402,11
1117,South Africa,United Kingdom,12365,12403,5917
1118,South Africa,United States,12365,12404,120
1119,South Korea,China,12367,12210,6906
1120,South Korea,Germany,12367,12247,45
1121,South Korea,Indonesia,12367,12266,37
1122,South Korea,Japan,12367,12274,15267
1123,South Korea,Malaysia,12367,12296,11
1124,South Korea,Philippines,12367,12340,5
1125,South Korea,Singapore,12367,12360,308
1126,South Korea,Taiwan,12367,12383,128
1127,South Korea,United Kingdom,12367,12403,1
1128,South Korea,United States,12367,12404,5425
1129,South Korea,Vietnam,12367,12410,115
1130,Spain,Algeria,12370,12168,1560
1131,Spain,Benin,12370,12188,11
1132,Spain,Brazil,12370,12195,122
1133,Spain,Bulgaria,12370,12199,218
1134,Spain,France,12370,12240,134866
1135,Spain,Germany,12370,12247,1235
1136,Spain,Ghana,12370,12248,11
1137,Spain,Greece,12370,12250,109
1138,Spain,India,12370,12265,3
1139,Spain,Italy,12370,12272,487
1140,Spain,Mauritania,12370,12302,76
1141,Spain,Morocco,12370,12312,1613
1142,Spain,Netherlands,12370,12319,917
1143,Spain,Nigeria,12370,12325,44
1144,Spain,Portugal,12370,12343,13764
1145,Spain,Romania,12370,12347,436
1146,Spain,Senegal,12370,12356,55
1147,Spain,South Africa,12370,12365,22
1148,Spain,Turkey,12370,12395,436
1149,Spain,United Kingdom,12370,12403,3417
1150,Spain,United States,12370,12404,87550
1151,Sri Lanka,China,12371,12210,33
1152,Sri Lanka,France,12371,12240,164
1153,Sri Lanka,Germany,12371,12247,33
1154,Sri Lanka,India,12371,12265,132
1155,Sri Lanka,Japan,12371,12274,1
1156,Sri Lanka,Maldives,12371,12297,44
1157,Sri Lanka,Netherlands,12371,12319,11
1158,Sri Lanka,Singapore,12371,12360,759
1159,Sri Lanka,United Arab Emirates,12371,12402,24
1160,Sri Lanka,United Kingdom,12371,12403,1
1161,Sri Lanka,United States,12371,12404,23
1162,Sudan,Egypt,12376,12230,22
1163,Sudan,France,12376,12240,55
1164,Sudan,Italy,12376,12272,55
1165,Sudan,Netherlands,12376,12319,11
1166,Sudan,Saudi Arabia,12376,12355,65
1167,Sudan,Singapore,12376,12360,11
1168,Sudan,United Arab Emirates,12376,12402,33
1169,Sudan,United Kingdom,12376,12403,65
1170,Suriname,United States,12377,12404,16
1171,Sweden,Denmark,12380,12225,81709
1172,Sweden,Estonia,12380,12234,960
1173,Sweden,Finland,12380,12239,13563
1174,Sweden,France,12380,12240,211
1175,Sweden,Germany,12380,12247,125303
1176,Sweden,Latvia,12380,12284,1833
1177,Sweden,Lithuania,12380,12290,416
1178,Sweden,Netherlands,12380,12319,12585
1179,Sweden,Norway,12380,12331,10166
1180,Sweden,Philippines,12380,12340,1
1181,Sweden,Poland,12380,12342,500
1182,Sweden,Russia,12380,12348,11133
1183,Sweden,Ukraine,12380,12401,11
1184,Sweden,United Kingdom,12380,12403,742
1185,Sweden,United States,12380,12404,100
1186,Syria,Cyprus,12382,12223,55
1187,Syria,France,12382,12240,65
1188,Syria,Italy,12382,12272,87
1189,Syria,Jordan,12382,12276,44
1190,Syria,United Kingdom,12382,12403,33
1191,Taiwan,Cambodia,12383,12202,1
1192,Taiwan,China,12383,12210,17691
1193,Taiwan,Germany,12383,12247,0
1194,Taiwan,Indonesia,12383,12266,1
1195,Taiwan,Japan,12383,12274,16864
1196,Taiwan,Malaysia,12383,12296,34
1197,Taiwan,Netherlands,12383,12319,10
1198,Taiwan,Philippines,12383,12340,35
1199,Taiwan,Saudi Arabia,12383,12355,0
1200,Taiwan,Singapore,12383,12360,14618
1201,Taiwan,South Korea,12383,12367,128
1202,Taiwan,Thailand,12383,12386,11
1203,Taiwan,United Kingdom,12383,12403,113
1204,Taiwan,United States,12383,12404,11812
1205,Taiwan,Vietnam,12383,12410,2
1206,Tanzania,Djibouti,12385,12226,58
1207,Tanzania,France,12385,12240,22
1208,Tanzania,Kenya,12385,12278,215
1209,Tanzania,Mozambique,12385,12313,101
1210,Tanzania,Netherlands,12385,12319,10
1211,Tanzania,Seychelles,12385,12358,1
1212,Tanzania,Somalia,12385,12364,0
1213,Tanzania,South Africa,12385,12365,25
1214,Tanzania,United Kingdom,12385,12403,254
1215,Thailand,Australia,12386,12178,11
1216,Thailand,Cambodia,12386,12202,45
1217,Thailand,China,12386,12210,3017
1218,Thailand,France,12386,12240,143
1219,Thailand,Germany,12386,12247,67
1220,Thailand,India,12386,12265,140
1221,Thailand,Japan,12386,12274,98
1222,Thailand,Malaysia,12386,12296,5896
1223,Thailand,Netherlands,12386,12319,55
1224,Thailand,Singapore,12386,12360,12353
1225,Thailand,Taiwan,12386,12383,11
1226,Thailand,United Kingdom,12386,12403,100
1227,Thailand,United States,12386,12404,356
1228,Togo,Ghana,12388,12248,328
1229,Togo,Portugal,12388,12343,33
1230,Togo,United Kingdom,12388,12403,11
1231,Trinidad and Tobago,Dominican Republic,12392,12228,1
1232,Trinidad and Tobago,Guyana,12392,12259,2
1233,Trinidad and Tobago,Jamaica,12392,12273,22
1234,Trinidad and Tobago,United States,12392,12404,145
1235,Tunisia,France,12394,12240,578
1236,Tunisia,Germany,12394,12247,76
1237,Tunisia,Italy,12394,12272,545
1238,Tunisia,United Kingdom,12394,12403,67
1239,Turkey,Bulgaria,12395,12199,10079
1240,Turkey,France,12395,12240,1528
1241,Turkey,Georgia,12395,12246,120
1242,Turkey,Germany,12395,12247,19668
1243,Turkey,Greece,12395,12250,164
1244,Turkey,Iran,12395,12267,873
1245,Turkey,Iraq,12395,12268,491
1246,Turkey,Italy,12395,12272,2609
1247,Turkey,Netherlands,12395,12319,5018
1248,Turkey,Romania,12395,12347,1767
1249,Turkey,Singapore,12395,12360,22
1250,Turkey,Spain,12395,12370,436
1251,Turkey,United Arab Emirates,12395,12402,22
1252,Turkey,United Kingdom,12395,12403,1309
1253,Ukraine,Bulgaria,12401,12199,305
1254,Ukraine,Germany,12401,12247,7695
1255,Ukraine,Latvia,12401,12284,33
1256,Ukraine,Lithuania,12401,12290,33
1257,Ukraine,Netherlands,12401,12319,632
1258,Ukraine,Poland,12401,12342,2756
1259,Ukraine,Romania,12401,12347,993
1260,Ukraine,Russia,12401,12348,721
1261,Ukraine,Sweden,12401,12380,11
1262,United Arab Emirates,Bahrain,12402,12182,660
1263,United Arab Emirates,Bulgaria,12402,12199,22
1264,United Arab Emirates,China,12402,12210,55
1265,United Arab Emirates,Cyprus,12402,12223,11
1266,United Arab Emirates,Djibouti,12402,12226,45
1267,United Arab Emirates,Egypt,12402,12230,0
1268,United Arab Emirates,France,12402,12240,4679
1269,United Arab Emirates,Germany,12402,12247,1017
1270,United Arab Emirates,Greece,12402,12250,2
1271,United Arab Emirates,India,12402,12265,667
1272,United Arab Emirates,Iran,12402,12267,109
1273,United Arab Emirates,Iraq,12402,12268,34
1274,United Arab Emirates,Italy,12402,12272,993
1275,United Arab Emirates,Jordan,12402,12276,11
1276,United Arab Emirates,Kenya,12402,12278,337
1277,United Arab Emirates,Kuwait,12402,12281,213
1278,United Arab Emirates,Malaysia,12402,12296,33
1279,United Arab Emirates,Netherlands,12402,12319,557
1280,United Arab Emirates,Oman,12402,12332,76
1281,United Arab Emirates,Pakistan,12402,12333,142
1282,United Arab Emirates,Qatar,12402,12345,287
1283,United Arab Emirates,Saudi Arabia,12402,12355,551
1284,United Arab Emirates,Singapore,12402,12360,1122
1285,United Arab Emirates,South Africa,12402,12365,11
1286,United Arab Emirates,Sri Lanka,12402,12371,24
1287,United Arab Emirates,Sudan,12402,12376,33
1288,United Arab Emirates,Turkey,12402,12395,22
1289,United Arab Emirates,United Kingdom,12402,12403,295
1290,United Arab Emirates,United States,12402,12404,131
1291,United Arab Emirates,Yemen,12402,12413,38
1292,United Kingdom,Algeria,12403,12168,88
1293,United Kingdom,Angola,12403,12171,237
1294,United Kingdom,Bahrain,12403,12182,71
1295,United Kingdom,Bangladesh,12403,12183,46
1296,United Kingdom,Belgium,12403,12186,2468
1297,United Kingdom,Benin,12403,12188,82
1298,United Kingdom,Brazil,12403,12195,1
1299,United Kingdom,Cambodia,12403,12202,1
1300,United Kingdom,Cameroon,12403,12203,199
1301,United Kingdom,Canada,12403,12204,558
1302,United Kingdom,China,12403,12210,1711
1303,United Kingdom,Comoros,12403,12214,5
1304,United Kingdom,Ivory Coast,12403,12219,389
1305,United Kingdom,Cyprus,12403,12223,87
1306,United Kingdom,Denmark,12403,12225,328
1307,United Kingdom,Djibouti,12403,12226,33
1308,United Kingdom,Egypt,12403,12230,819
1309,United Kingdom,Equatorial Guinea,12403,12232,1
1310,United Kingdom,France,12403,12240,136666
1311,United Kingdom,Gabon,12403,12244,25
1312,United Kingdom,Gambia,12403,12245,0
1313,United Kingdom,Germany,12403,12247,179267
1314,United Kingdom,Ghana,12403,12248,983
1315,United Kingdom,Greece,12403,12250,788
1316,United Kingdom,Guinea,12403,12257,12
1317,United Kingdom,Guinea Bissau,12403,12258,3
1318,United Kingdom,Iceland,12403,12264,795
1319,United Kingdom,India,12403,12265,5371
1320,United Kingdom,Indonesia,12403,12266,25
1321,United Kingdom,Iran,12403,12267,164
1322,United Kingdom,Iraq,12403,12268,368
1323,United Kingdom,Ireland,12403,12269,115907
1324,United Kingdom,Israel,12403,12271,1094
1325,United Kingdom,Italy,12403,12272,1516
1326,United Kingdom,Japan,12403,12274,98
1327,United Kingdom,Jordan,12403,12276,230
1328,United Kingdom,Kenya,12403,12278,324
1329,United Kingdom,Kuwait,12403,12281,79
1330,United Kingdom,Lebanon,12403,12285,5
1331,United Kingdom,Liberia,12403,12287,18
1332,United Kingdom,Madagascar,12403,12294,33
1333,United Kingdom,Malaysia,12403,12296,67
1334,United Kingdom,Maldives,12403,12297,11
1335,United Kingdom,Mauritania,12403,12302,22
1336,United Kingdom,Mauritius,12403,12303,60
1337,United Kingdom,Morocco,12403,12312,1
1338,United Kingdom,Mozambique,12403,12313,45
1339,United Kingdom,Namibia,12403,12316,49
1340,United Kingdom,Netherlands,12403,12319,126845
1341,United Kingdom,Nigeria,12403,12325,3725
1342,United Kingdom,Norway,12403,12331,465
1343,United Kingdom,Oman,12403,12332,44
1344,United Kingdom,Pakistan,12403,12333,46
1345,United Kingdom,Philippines,12403,12340,13
1346,United Kingdom,Poland,12403,12342,197
1347,United Kingdom,Portugal,12403,12343,3384
1348,United Kingdom,Qatar,12403,12345,242
1349,United Kingdom,Romania,12403,12347,480
1350,United Kingdom,Russia,12403,12348,154
1351,United Kingdom,Saudi Arabia,12403,12355,1450
1352,United Kingdom,Senegal,12403,12356,147
1353,United Kingdom,Seychelles,12403,12358,23
1354,United Kingdom,Sierra Leone,12403,12359,16
1355,United Kingdom,Singapore,12403,12360,1334
1356,United Kingdom,Somalia,12403,12364,131
1357,United Kingdom,South Africa,12403,12365,5917
1358,United Kingdom,South Korea,12403,12367,1
1359,United Kingdom,Spain,12403,12370,3417
1360,United Kingdom,Sri Lanka,12403,12371,1
1361,United Kingdom,Sudan,12403,12376,65
1362,United Kingdom,Sweden,12403,12380,742
1363,United Kingdom,Syria,12403,12382,33
1364,United Kingdom,Taiwan,12403,12383,113
1365,United Kingdom,Tanzania,12403,12385,254
1366,United Kingdom,Thailand,12403,12386,100
1367,United Kingdom,Togo,12403,12388,11
1368,United Kingdom,Tunisia,12403,12394,67
1369,United Kingdom,Turkey,12403,12395,1309
1370,United Kingdom,United Arab Emirates,12403,12402,295
1371,United Kingdom,United States,12403,12404,130120
1372,United Kingdom,Vietnam,12403,12410,22
1373,United Kingdom,Yemen,12403,12413,33
1374,United States,Angola,12404,12171,2
1375,United States,Argentina,12404,12175,8520
1376,United States,Australia,12404,12178,16095
1377,United States,Bahamas,12404,12181,191
1378,United States,Bahrain,12404,12182,173
1379,United States,Bangladesh,12404,12183,7
1380,United States,Barbados,12404,12184,87
1381,United States,Belgium,12404,12186,40122
1382,United States,Belize,12404,12187,55
1383,United States,Brazil,12404,12195,60652
1384,United States,Cambodia,12404,12202,11
1385,United States,Canada,12404,12204,40941
1386,United States,Chile,12404,12209,16774
1387,United States,China,12404,12210,56335
1388,United States,Colombia,12404,12213,11986
1389,United States,Costa Rica,12404,12218,993
1390,United States,Cuba,12404,12221,3
1391,United States,Denmark,12404,12225,103978
1392,United States,Dominican Republic,12404,12228,1757
1393,United States,Ecuador,12404,12229,2522
1394,United States,Equatorial Guinea,12404,12232,11
1395,United States,Fiji,12404,12238,116
1396,United States,France,12404,12240,97517
1397,United States,Germany,12404,12247,2467
1398,United States,Ghana,12404,12248,11
1399,United States,Grenada,12404,12252,8
1400,United States,Guatemala,12404,12255,1115
1401,United States,Guyana,12404,12259,21
1402,United States,Haiti,12404,12260,55
1403,United States,Honduras,12404,12261,589
1404,United States,Iceland,12404,12264,11
1405,United States,India,12404,12265,1404
1406,United States,Indonesia,12404,12266,928
1407,United States,Ireland,12404,12269,72246
1408,United States,Israel,12404,12271,55
1409,United States,Italy,12404,12272,527
1410,United States,Jamaica,12404,12273,316
1411,United States,Japan,12404,12274,121302
1412,United States,Kuwait,12404,12281,173
1413,United States,Lebanon,12404,12285,0
1414,United States,Malaysia,12404,12296,218
1415,United States,Mexico,12404,12305,41623
1416,United States,Netherlands,12404,12319,27364
1417,United States,New Zealand,12404,12322,1846
1418,United States,Nicaragua,12404,12323,229
1419,United States,Nigeria,12404,12325,11
1420,United States,Oman,12404,12332,22
1421,United States,Panama,12404,12336,4022
1422,United States,Peru,12404,12339,4783
1423,United States,Philippines,12404,12340,4286
1424,United States,Portugal,12404,12343,98
1425,United States,Qatar,12404,12345,22
1426,United States,Russia,12404,12348,109
1427,United States,Saudi Arabia,12404,12355,164
1428,United States,Singapore,12404,12360,55680
1429,United States,South Africa,12404,12365,120
1430,United States,South Korea,12404,12367,5425
1431,United States,Spain,12404,12370,87550
1432,United States,Sri Lanka,12404,12371,23
1433,United States,Suriname,12404,12377,16
1434,United States,Sweden,12404,12380,100
1435,United States,Taiwan,12404,12383,11812
1436,United States,Thailand,12404,12386,356
1437,United States,Trinidad and Tobago,12404,12392,145
1438,United States,United Arab Emirates,12404,12402,131
1439,United States,United Kingdom,12404,12403,130120
1440,United States,Uruguay,12404,12405,436
1441,United States,Venezuela,12404,12409,1683
1442,United States,Vietnam,12404,12410,2400
1443,Uruguay,Argentina,12405,12175,731
1444,Uruguay,Brazil,12405,12195,437
1445,Uruguay,United States,12405,12404,436
1446,Venezuela,Brazil,12409,12195,2
1447,Venezuela,Colombia,12409,12213,291
1448,Venezuela,Cuba,12409,12221,3
1449,Venezuela,Panama,12409,12336,142
1450,Venezuela,United States,12409,12404,1683
1451,Vietnam,Australia,12410,12178,1
1452,Vietnam,Cambodia,12410,12202,68
1453,Vietnam,China,12410,12210,15214
1454,Vietnam,France,12410,12240,44
1455,Vietnam,Germany,12410,12247,56
1456,Vietnam,Japan,12410,12274,442
1457,Vietnam,Netherlands,12410,12319,33
1458,Vietnam,Singapore,12410,12360,7796
1459,Vietnam,South Korea,12410,12367,115
1460,Vietnam,Taiwan,12410,12383,2
1461,Vietnam,United Kingdom,12410,12403,22
1462,Vietnam,United States,12410,12404,2400
1463,Yemen,Djibouti,12413,12226,16
1464,Yemen,France,12413,12240,49
1465,Yemen,Italy,12413,12272,16
1466,Yemen,Oman,12413,12332,164
1467,Yemen,Saudi Arabia,12413,12355,8
1468,Yemen,United Arab Emirates,12413,12402,38
1469,Yemen,United Kingdom,12413,12403,33
