Node ID,Name,Longitude,Latitude,Hop_ID,system_ID,Country
pt_14.7319_-17.4572,"Dakar, Senegal",-17.4572,14.7319,284,2002.5,Senegal
pt_27.9586_-15.5925,"Alta Vista, nan",-15.5925,27.9586,285,2002.5,Canary Islands
pt_36.7357_-6.4348,"Chipiona, Spain",-6.4348,36.7357,286,2002.5,Spain
pt_36.804409_2.898389,"El Djamila, Algeria",2.898389,36.804409,287,2002.6,Algeria
pt_39.354685_2.970715,"Ses Covetes, Spain",2.970715,39.354685,288,2002.6,Spain
pt_-33.9253_18.4239,"Cape Town, South Africa",18.4239,-33.9253,289,2002.7,South Africa
grid_-34.2_34.4,grid_-34.2_34.4,34.4,-34.2,290,2002.7,grid_-34.2_34.4
grid_-21.8_56.1,grid_-21.8_56.1,56.1,-21.8,291,2002.7,grid_-21.8_56.1
pt_-20.501153_57.446471,"Baie Jacotet, nan",57.446471,-20.501153,292,2002.7,Mauritius
pt_-21.0097_55.2697,"Saint Paul, nan",55.2697,-21.0097,293,2002.7,Reunion
grid_-19.8_56.4,grid_-19.8_56.4,56.4,-19.8,294,2002.7,grid_-19.8_56.4
grid_7.1_73.0,grid_7.1_73.0,73,7.1,295,2002.7,grid_7.1_73.0
pt_9.9667_76.2833,"Cochin, India",76.2833,9.9667,296,2002.7,India
pt_-29.8583_31.025,"Durban, South Africa",31.025,-29.8583,297,2002.7,South Africa
pt_5.389789_100.370614,"Penang, Malaysia",100.370614,5.389789,298,2002.7,Malaysia
pt_13.0825_80.275,"Chennai, India",80.275,13.0825,299,2002.8,India
pt_1.297617_103.619334,"Tuas, Singapore",103.619334,1.297617,300,2002.8,Singapore
pt_35.0432_139.84,"Emi, Japan",139.84,35.0432,301,2002.9,Japan
grid_45.6_-124.1,grid_45.6_-124.1,-124.1,45.6,302,2002.9,grid_45.6_-124.1
pt_45.644_-123.94,"Nedonna Beach, United States",-123.94,45.644,303,2002.9,United States
pt_34.7692_137.3915,"Toyohashi, Japan",137.3915,34.7692,304,2002.9,Japan
pt_13.4608_144.6908,"Piti, nan",144.6908,13.4608,305,2002.9,Guam
pt_45.5978_-123.9447,"Twin Rocks, United States",-123.9447,45.5978,306,2002.9,United States
pt_33.8664_-118.3997,"Hermosa Beach, United States",-118.3997,33.8664,307,2002.9,United States
pt_50.7833_-4.5833,"Widemouth Bay, Bude, Great Britain",-4.5833,50.7833,308,2003.2,United Kingdom
pt_40.7792_-72.9153,"Brookhaven, United States",-72.9153,40.7792,309,2003.2,United States
pt_40.1186_-74.0447,"Manasquan, United States",-74.0447,40.1186,310,2003.2,United States
pt_48.7325_-3.4553,"Lannion, France",-3.4553,48.7325,311,2003.2,France
pt_21.5428_39.1728,"Jeddah, Saudi Arabia",39.1728,21.5428,312,2003.7,Saudi Arabia
pt_19.6158_37.2164,"Port Sudan, Sudan",37.2164,19.6158,313,2003.7,Sudan
pt_57.415914_21.57,"Ventspils, Latvia",21.57,57.415914,314,2004.1,Latvia
pt_57.8551_19.0394,"Farosund, Stavnas, Sweden",19.0394,57.8551,315,2004.1,Sweden
pt_18.4394_-66.01,"Isla Verde, Puerto Rico",-66.01,18.4394,316,2004.11,Puerto Rico
pt_18.0242_-63.0433,"St. Maarten, Netherlands, St. Maarten",-63.0433,18.0242,317,2004.11,St. Martin
pt_39.6239_19.82,"Corfu, Greece",19.82,39.6239,318,2004.13,Greece
pt_41.1253_16.8667,"Bari, Italy",16.8667,41.1253,319,2004.13,Italy
pt_37.5027_15.0873,"Catania, Italy",15.0873,37.5027,320,2004.15,Italy
pt_35.925739_14.487893,"St. George's Bay, Malta",14.487893,35.925739,321,2004.15,Malta
pt_65.15_-13.6,"Seydisfjordur, Iceland",-13.6,65.15,322,2004.16,Iceland
pt_62.2381_-6.9289,"Funningsfjordur, nan",-6.9289,62.2381,323,2004.16,Faroe Islands
pt_58.62_-3.34,"Dunnet Bay, Great Britain",-3.34,58.62,324,2004.16,United Kingdom
pt_25.775_55.96,"nan, United Arab Emirates",55.96,25.775,325,2004.3,United Arab Emirates
pt_27.18_56.28,"nan, Iran",56.28,27.18,326,2004.3,Iran
pt_1.297617_103.619334,"Tuas, Singapore",103.619334,1.297617,327,2004.4,Singapore
pt_13.0825_80.275,"Chennai, India",80.275,13.0825,328,2004.4,India
pt_25.302555_51.515,"Doha, Qatar",51.515,25.302555,329,2004.5,Qatar
pt_25.675203_52.409404,"Halul, Qatar",52.409404,25.675203,330,2004.5,Qatar
pt_25.149988_52.873422,"Das Island, United Arab Emirates",52.873422,25.149988,331,2004.5,United Arab Emirates
pt_24.4511_54.3969,"Abu Dhabi, United Arab Emirates",54.3969,24.4511,332,2004.5,United Arab Emirates
pt_1.297617_103.619334,"Tuas, Singapore",103.619334,1.297617,333,2005.3,Singapore
grid_3.6_91.7,grid_3.6_91.7,91.7,3.6,334,2005.3,grid_3.6_91.7
grid_10.9_84.4,grid_10.9_84.4,84.4,10.9,335,2005.3,grid_10.9_84.4
pt_13.0825_80.275,"Chennai, India",80.275,13.0825,336,2005.3,India
pt_6.9167_79.8333,"Colombo, Sri Lanka",79.8333,6.9167,337,2005.3,Sri Lanka
pt_19.0758_72.8775,"Mumbai, India",72.8775,19.0758,338,2005.3,India
pt_21.5428_39.1728,"Jeddah, Saudi Arabia",39.1728,21.5428,339,2005.3,Saudi Arabia
grid_16.3_64.2,grid_16.3_64.2,64.2,16.3,340,2005.3,grid_16.3_64.2
grid_17.2_66.9,grid_17.2_66.9,66.9,17.2,341,2005.3,grid_17.2_66.9
pt_29.9667_32.5333,"Suez, Egypt",32.5333,29.9667,342,2005.3,Egypt
pt_37.2744_9.8739,"Bizerte, Tunisia",9.8739,37.2744,343,2005.3,Tunisia
grid_37.6_10.4,grid_37.6_10.4,10.4,37.6,344,2005.3,grid_37.6_10.4
grid_37.3_11.2,grid_37.3_11.2,11.2,37.3,345,2005.3,grid_37.3_11.2
pt_31.1975_29.8925,"Alexandria, Egypt",29.8925,31.1975,346,2005.3,Egypt
pt_2.208142_102.241153,"Melaka, Malaysia",102.241153,2.208142,347,2005.3,Malaysia
pt_6.786188_99.869598,"Satun, Thailand",99.869598,6.786188,348,2005.3,Thailand
pt_21.5833_92.0167,"Cox's Bazar, Bangladesh",92.0167,21.5833,349,2005.3,Bangladesh
pt_24.86_67.01,"Karachi, Pakistan",67.01,24.86,350,2005.3,Pakistan
pt_25.133318_56.348522,"Fujairah, United Arab Emirates",56.348522,25.133318,351,2005.3,United Arab Emirates
pt_43.2967_5.3764,"Marseille, France",5.3764,43.2967,352,2005.3,France
grid_38.4_9.0,grid_38.4_9.0,9,38.4,353,2005.3,grid_38.4_9.0
pt_38.1157_13.3613,"Palermo, Italy",13.3613,38.1157,354,2005.3,Italy
pt_36.9_7.7667,"Annaba, Algeria",7.7667,36.9,355,2005.3,Algeria
pt_43.2967_5.3764,"Marseille, France",5.3764,43.2967,356,2005.8,France
grid_38.3_7.5,grid_38.3_7.5,7.5,38.3,357,2005.8,grid_38.3_7.5
pt_36.9_7.7667,"Annaba, Algeria",7.7667,36.9,358,2005.8,Algeria
pt_36.7764_3.0586,"Algiers, Algeria",3.0586,36.7764,359,2005.8,Algeria
pt_35.6969_-0.6331,"Oran, Algeria",-0.6331,35.6969,360,2005.8,Algeria
pt_1.6667_101.45,"Dumai, Indonesia",101.45,1.6667,361,2005.9,Indonesia
pt_2.208142_102.241153,"Melaka, Malaysia",102.241153,2.208142,362,2005.9,Malaysia
pt_4.2167_73.5333,"Hulhumalé, nan",73.5333,4.2167,363,2006.1,Maldives
pt_6.9167_79.8333,"Colombo, Sri Lanka",79.8333,6.9167,364,2006.1,Sri Lanka
pt_3.0333_101.45,"Bandar Bukit Tinggi, Malaysia",101.45,3.0333,365,2006.11,Malaysia
pt_1.6667_101.45,"Dumai, Indonesia",101.45,1.6667,366,2006.11,Indonesia
pt_-2.75_107.75,"Tanjung Pandan, Indonesia",107.75,-2.75,367,2006.11,Indonesia
pt_-0.0206_109.3414,"Pontianak, Indonesia",109.3414,-0.0206,368,2006.11,Indonesia
pt_-5.978045_107.123735,"Tanjung Pakis, Indonesia",107.123735,-5.978045,369,2006.11,Indonesia
pt_-6.130492_106.839314,"Jakarta, Indonesia",106.839314,-6.130492,370,2006.11,Indonesia
pt_-5.4294_105.2625,"Bandar Lampung, Indonesia",105.2625,-5.4294,371,2006.11,Indonesia
pt_-4.115735_104.17077,"Baturaja, Indonesia",104.17077,-4.115735,372,2006.11,Indonesia
pt_-2.9833_104.7644,"Palembang, Indonesia",104.7644,-2.9833,373,2006.11,Indonesia
pt_-1.598268_103.611744,"Jambi, Indonesia",103.611744,-1.598268,374,2006.11,Indonesia
pt_0.5333_101.45,"Pekanbaru, Indonesia",101.45,0.5333,375,2006.11,Indonesia
pt_-0.9556_100.3606,"Padang, Indonesia",100.3606,-0.9556,376,2006.11,Indonesia
pt_1.7425_98.7792,"Sibolga, Indonesia",98.7792,1.7425,377,2006.11,Indonesia
pt_3.5894_98.6739,"Medan, Indonesia",98.6739,3.5894,378,2006.11,Indonesia
pt_3.3283_99.1625,"Teping Tinggi, Indonesia",99.1625,3.3283,379,2006.11,Indonesia
pt_1.13_104.0531,"Batam, Indonesia",104.0531,1.13,380,2006.11,Indonesia
pt_42.8167_132.8833,"Nakhodka, Russia",132.8833,42.8167,381,2006.12,Russia
pt_37.1479_138.2361,"Naoetsu, Japan",138.2361,37.1479,382,2006.12,Japan
pt_7.2061_100.5967,"Songkhla, Thailand",100.5967,7.2061,383,2006.13,Thailand
pt_1.13_104.0531,"Batam, Indonesia",104.0531,1.13,384,2006.13,Indonesia
pt_13.0825_80.275,"Chennai, India",80.275,13.0825,385,2006.14,India
pt_22.8167_89.55,"Khulna, Bangladesh",89.55,22.8167,386,2006.14,Bangladesh
pt_29.582065_50.502997,"Gavaneh, Iran",50.502997,29.582065,387,2006.15,Iran
grid_29.5_49.9,grid_29.5_49.9,49.9,29.5,388,2006.15,grid_29.5_49.9
grid_29.5_49.5,grid_29.5_49.5,49.5,29.5,389,2006.15,grid_29.5_49.5
pt_29.375_47.98,"Kuwait City, Kuwait",47.98,29.375,390,2006.15,Kuwait
pt_28.997_49.52476,"Soroosh Platform, Iran",49.52476,28.997,391,2006.15,Iran
pt_29.241655_50.314476,"Kharg Island, Iran",50.314476,29.241655,392,2006.15,Iran
pt_26.577433_-78.857533,"Hawksbill, nan",-78.857533,26.577433,393,2006.16,Bahamas
pt_26.002456_-77.386938,"Sandy Point, nan",-77.386938,26.002456,394,2006.16,Bahamas
pt_25.0781_-77.3386,"Nassau, nan",-77.3386,25.0781,395,2006.16,Bahamas
pt_24.711091_-77.789765,"Fresh Creek, nan",-77.789765,24.711091,396,2006.16,Bahamas
pt_25.2_-76.5,"Governors Harbour, nan",-76.5,25.2,397,2006.16,Bahamas
pt_23.509728_-75.780626,"Georgetown, nan",-75.780626,23.509728,398,2006.16,Bahamas
pt_23.650755_-74.843819,"Port Nelson, nan",-74.843819,23.650755,399,2006.16,Bahamas
pt_23.1_-74.9828,"Clarence Town, nan",-74.9828,23.1,400,2006.16,Bahamas
pt_24.056999_-74.532648,"Cockburn Town, nan",-74.532648,24.056999,401,2006.16,Bahamas
pt_22.197858_-75.72483,"Duncan Town, nan",-75.72483,22.197858,402,2006.16,Bahamas
pt_24.41123_-75.519066,"Cat Island, Bahamas, Bahamas",-75.519066,24.41123,403,2006.16,Bahamas
pt_22.621724_-73.994096,"Crooked Island, Bahamas, Bahamas",-73.994096,22.621724,404,2006.16,Bahamas
pt_22.384061_-72.948666,"Mayaguana Island, Bahamas, Bahamas",-72.948666,22.384061,405,2006.16,Bahamas
pt_20.95_-73.6667,"Matthew Town, nan",-73.6667,20.95,406,2006.16,Bahamas
pt_18.5425_-72.3386,"Port-au-Prince, Haiti",-72.3386,18.5425,407,2006.16,Haiti
grid_25.133497_-77.366503,grid_25.133497_-77.366503,-77.366503,25.13349699945444,408,2006.16,grid_25.133497_-77.366503
pt_23.6667_58.1617,"Al Seeb, Oman",58.1617,23.6667,409,2006.17,Oman
grid_13.0_52.6,grid_13.0_52.6,52.6,13,410,2006.17,grid_13.0_52.6
grid_14.5_42.2,grid_14.5_42.2,42.2,14.5,411,2006.17,grid_14.5_42.2
grid_20.4_38.9,grid_20.4_38.9,38.9,20.4,412,2006.17,grid_20.4_38.9
grid_21.0_38.5,grid_21.0_38.5,38.5,21,413,2006.17,grid_21.0_38.5
grid_28.7_33.4,grid_28.7_33.4,33.4,28.7,414,2006.17,grid_28.7_33.4
pt_29.9667_32.5333,"Suez, Egypt",32.5333,29.9667,415,2006.17,Egypt
pt_26.1833_56.25,"Khasab, Oman",56.25,26.1833,416,2006.17,Oman
pt_25.165029_55.229622,"Dubai, United Arab Emirates",55.229622,25.165029,417,2006.17,United Arab Emirates
pt_25.578_51.483,"Sumaisma, Qatar",51.483,25.578,418,2006.17,Qatar
pt_26.225_50.5775,"Manama, nan",50.5775,26.225,419,2006.17,Bahrain
pt_26.3_50.2167,"Al Khobar, Saudi Arabia",50.2167,26.3,420,2006.17,Saudi Arabia
pt_29.375_47.98,"Kuwait City, Kuwait",47.98,29.375,421,2006.17,Kuwait
pt_27.2_56.25,"Bandar Abbas, Iran",56.25,27.2,422,2006.17,Iran
grid_24.7_60.5,grid_24.7_60.5,60.5,24.7,423,2006.17,grid_24.7_60.5
pt_25.2919_60.6431,"Chabahar, Iran",60.6431,25.2919,424,2006.17,Iran
pt_29.5322_35.0061,"Aqaba, Jordan",35.0061,29.5322,425,2006.17,Jordan
pt_21.5428_39.1728,"Jeddah, Saudi Arabia",39.1728,21.5428,426,2006.17,Saudi Arabia
pt_19.6158_37.2164,"Port Sudan, Sudan",37.2164,19.6158,427,2006.17,Sudan
pt_14.8022_42.9511,"Al Hudaydah, Yemen",42.9511,14.8022,428,2006.17,Yemen
pt_16.2_52.1667,"Al Ghaydah, Yemen",52.1667,16.2,429,2006.17,Yemen
pt_19.0758_72.8775,"Mumbai, India",72.8775,19.0758,430,2006.17,India
pt_26.1833_56.25,"Khasab, Oman",56.25,26.1833,431,2006.17,Oman
pt_23.6667_58.1617,"Al Seeb, Oman",58.1617,23.6667,432,2006.17,Oman
pt_25.165029_55.229622,"Dubai, United Arab Emirates",55.229622,25.165029,433,2006.17,United Arab Emirates
pt_25.578_51.483,"Sumaisma, Qatar",51.483,25.578,434,2006.17,Qatar
pt_26.225_50.5775,"Manama, nan",50.5775,26.225,435,2006.17,Bahrain
pt_26.3_50.2167,"Al Khobar, Saudi Arabia",50.2167,26.3,436,2006.17,Saudi Arabia
pt_29.375_47.98,"Kuwait City, Kuwait",47.98,29.375,437,2006.17,Kuwait
pt_27.2_56.25,"Bandar Abbas, Iran",56.25,27.2,438,2006.17,Iran
grid_24.7_60.5,grid_24.7_60.5,60.5,24.7,439,2006.17,grid_24.7_60.5
pt_25.2919_60.6431,"Chabahar, Iran",60.6431,25.2919,440,2006.17,Iran
pt_19.0758_72.8775,"Mumbai, India",72.8775,19.0758,441,2006.17,India
pt_18.4653_-66.1167,"San Juan, Puerto Rico",-66.1167,18.4653,442,2006.18,Puerto Rico
grid_17.8_-64.8,grid_17.8_-64.8,-64.8,17.8,443,2006.18,grid_17.8_-64.8
pt_17.732_-64.748,"St. Croix, nan",-64.748,17.732,444,2006.18,United States Virgin Islands
pt_14.085641_-60.953627,"Rodney Bay, nan",-60.953627,14.085641,445,2006.18,St. Lucia
grid_14.2_-61.0,grid_14.2_-61.0,-61,14.2,446,2006.18,grid_14.2_-61.0
pt_14.6153_-61.0019,"Le Lemantin, nan",-61.0019,14.6153,447,2006.18,Martinique
pt_17.8986_-62.8492,"Gustavia, nan",-62.8492,17.8986,448,2006.18,St. Barthelemy
pt_15.9536_-61.3192,"St. Louis, nan",-61.3192,15.9536,449,2006.18,Guadeloupe
pt_17.1211_-61.8447,"St. John's, nan",-61.8447,17.1211,450,2006.18,Antigua and Barbuda
grid_16.1_-61.8,grid_16.1_-61.8,-61.8,16.1,451,2006.18,grid_16.1_-61.8
pt_16.0211_-61.7467,"Baillif, nan",-61.7467,16.0211,452,2006.18,Guadeloupe
pt_13.1667_-61.2333,"Kingstown, nan",-61.2333,13.1667,453,2006.18,St. Vincent and the Grenadines
pt_12.0444_-61.7417,"St. George's, nan",-61.7417,12.0444,454,2006.18,St. Vincent and the Grenadines
pt_10.6833_-61.6333,"Chaguaramas, nan",-61.6333,10.6833,455,2006.18,Trinidad and Tobago
pt_16.2675_-61.5869,"Baie-Mauhault, nan",-61.5869,16.2675,456,2006.18,Guadeloupe
pt_15.3375_-61.3903,"Canefield, nan",-61.3903,15.3375,457,2006.18,Dominica
pt_13.078778_-59.612358,"Needham's Point, nan",-59.612358,13.078778,458,2006.18,Barbados
pt_17.2983_-62.7342,"Basseterre, nan",-62.7342,17.2983,459,2006.18,St. Kitts and Nevis
grid_16.733333_-61.833333,grid_16.733333_-61.833333,-61.83333333,16.73333333333333,460,2006.18,grid_16.733333_-61.833333
grid_16.061418_-61.722836,grid_16.061418_-61.722836,-61.72283619,16.061418092909538,461,2006.18,grid_16.061418_-61.722836
pt_24.86_67.01,"Karachi, Pakistan",67.01,24.86,462,2006.19,Pakistan
grid_24.1_58.5,grid_24.1_58.5,58.5,24.1,463,2006.19,grid_24.1_58.5
pt_23.6667_58.1617,"Al Seeb, Oman",58.1617,23.6667,464,2006.19,Oman
pt_25.133318_56.348522,"Fujairah, United Arab Emirates",56.348522,25.133318,465,2006.19,United Arab Emirates
pt_8.7833_78.1333,"Tuticorin, India",78.1333,8.7833,466,2006.1,India
pt_6.8397_79.8758,"Mount Lavina, Sri Lanka",79.8758,6.8397,467,2006.1,Sri Lanka
pt_54.0833_12.1333,"Rostock, Germany",12.1333,54.0833,468,2006.21,Germany
pt_54.5747_11.9311,"Gedser, Denmark",11.9311,54.5747,469,2006.21,Denmark
pt_50.043_-5.654,"Porthcurno, Great Britain",-5.654,50.043,470,2006.2,United Kingdom
pt_51.676_-4.9158,"Pembroke, Great Britain",-4.9158,51.676,471,2006.2,United Kingdom
pt_48.7325_-3.4553,"Lannion, France",-3.4553,48.7325,472,2006.2,France
pt_49.420988_-2.563997,"Saints Bay, nan",-2.563997,49.420988,473,2006.2,United Kingdom
pt_49.25_-2.202,"Greve de Lecq, Jersey, Channel Islands",-2.202,49.25,474,2006.3,United Kingdom
pt_49.42_-2.56,"Saints Bay, Guernsey, Channel Islands",-2.56,49.42,475,2006.3,United Kingdom
pt_49.4_-1.78,"nan, France",-1.78,49.4,476,2006.3,France
pt_49.46_-2.5336,"Guernsey, Great Britain, Channel Islands",-2.5336,49.46,477,2006.3,United Kingdom
pt_19.7958_-70.6944,"Puerto Plata, Dominican Republic",-70.6944,19.7958,478,2006.5,Dominican Republic
grid_19.9_-73.7,grid_19.9_-73.7,-73.7,19.9,479,2006.5,grid_19.9_-73.7
pt_17.95_-76.6667,"Bull Bay, Kingston, Jamaica",-76.6667,17.95,480,2006.5,Jamaica
pt_18.3994_-77.1031,"Ocho Rios, Jamaica",-77.1031,18.3994,481,2006.5,Jamaica
pt_18.4667_-77.9167,"Montego Bay, Jamaica",-77.9167,18.4667,482,2006.5,Jamaica
pt_18.872311_-72.615888,"Kaliko, Haiti",-72.615888,18.872311,483,2006.5,Haiti
pt_-33.8678_151.21,"Sydney, Australia",151.21,-33.8678,484,2006.6,Australia
pt_-9.4789_147.1494,"Port Moresby, Papua New Guinea",147.1494,-9.4789,485,2006.6,Papua New Guinea
pt_8.7833_78.1333,"Tutitocorin, India",78.1333,8.7833,486,2006.7,India
pt_6.8397_79.8758,"Mt. Lavinia, Sri Lanka",79.8758,6.8397,487,2006.7,Sri Lanka
pt_59.4372_24.745,"Talinn, Estonia",24.745,59.4372,488,2006.8,Estonia
pt_60.1708_24.9375,"Helsinki, Finland",24.9375,60.1708,489,2006.8,Finland
pt_14.0167_-60.9833,"Port Castries, nan",-60.9833,14.0167,490,2006.9,St. Lucia
pt_17.768438_-64.872576,"Hams Bluff, nan",-64.872576,17.768438,491,2006.9,United States Virgin Islands
pt_13.0975_-59.6167,"Bridgetown, nan",-59.6167,13.0975,492,2006.9,Barbados
grid_14.025856_-60.987072,grid_14.025856_-60.987072,-60.9870718,14.025856396361524,493,2006.9,grid_14.025856_-60.987072
pt_32.359207_-64.663384,"St. Davids, Devonshire, nan",-64.6633843,32.3592072,494,2007.1,Bermuda
pt_40.1186_-74.0447,"Manasquan, United States",-74.0447,40.1186,495,2007.1,United States
pt_6.9167_79.8333,"Colombo, Sri Lanka",79.8333,6.9167,496,2007.1,Sri Lanka
pt_4.176487_73.508168,"Male, nan",73.508168,4.176487,497,2007.1,Maldives
pt_12.108_-68.935,"Willemstad, nan",-68.935,12.108,498,2007.4,Curacao
pt_10.6833_-61.6333,"Chaguaramas, nan",-61.6333,10.6833,499,2007.4,Trinidad and Tobago
pt_43.2967_5.3764,"Marseille, France",5.3764,43.2967,500,2007.5,France
pt_35.4667_-6.0333,"Asilah, Morocco",-6.0333,35.4667,501,2007.5,Morocco
pt_1.13_104.0531,"Batam, Indonesia",104.0531,1.13,502,2007.6,Indonesia
pt_1.355307_104.225057,"Sungai Rengit, Malaysia",104.225057,1.355307,503,2007.6,Malaysia
pt_34.7619_32.45135,"Yeroskipos, Cyprus",32.45135,34.7619,504,2008.12,Cyprus
grid_34.7_30.9,grid_34.7_30.9,30.9,34.7,505,2008.12,grid_34.7_30.9
pt_37.653729_12.588691,"Mazara del Vallo, Italy",12.5886912,37.6537292,506,2008.12,Italy
pt_37.502361_15.087372,"Catania, Italy",15.0873718,37.5023612,507,2008.12,Italy
pt_34.750381_33.405516,"Pentaskhinos, Cyprus",33.40551585216968,34.75038107671081,508,2008.12,Cyprus
pt_42.15_41.6667,"Poti, Georgia",41.6667,42.15,509,2008.14,Georgia
pt_43.2114_27.9111,"Varna, Bulgaria",27.9111,43.2114,510,2008.14,Bulgaria
pt_57.5009_-134.5835,"Angoon, United States",-134.5835,57.5009,511,2008.15,United States
grid_57.4_-134.6,grid_57.4_-134.6,-134.6,57.4,512,2008.15,grid_57.4_-134.6
pt_57.055849_-135.331306,"Sitka, United States",-135.331306,57.055849,513,2008.15,United States
pt_58.125627_-134.754778,"Hawk Inlet, United States",-134.754778,58.125627,514,2008.15,United States
pt_58.300025_-134.421542,"Juneau, United States",-134.421542,58.300025,515,2008.15,United States
pt_56.8044_-132.9419,"Petersburg, United States",-132.9419,56.8044,516,2008.15,United States
pt_56.472741_-132.384191,"Wrangell, United States",-132.384191,56.472741,517,2008.15,United States
pt_55.3431_-131.6467,"Ketchikan, United States",-131.6467,55.3431,518,2008.15,United States
pt_1.353925_103.974697,"Changi, Singapore",103.9746973,1.3539247,519,2008.16,Singapore
pt_1.13_104.0531,"Batam, Indonesia",104.0531,1.13,520,2008.16,Indonesia
pt_32.274853_-64.780026,"Paget, nan",-64.780026,32.274853,521,2008.17,Bermuda
pt_41.3853_-71.6681,"Charlestown, United States",-71.6681,41.3853,522,2008.17,United States
pt_45.417_141.6677,"nan, Japan",141.6677,45.417,523,2008.1,Japan
pt_46.68_141.87,"Nevelsk, Russia",141.87,46.68,524,2008.1,Russia
pt_26.3686_-80.1,"Boca Raton, United States",-80.1,26.3686,525,2008.2,United States
grid_17.3_-79.6,grid_17.3_-79.6,-79.6,17.3,526,2008.2,grid_17.3_-79.6
pt_10.4236_-75.5253,"Cartagena, Colombia",-75.5253,10.4236,527,2008.2,Colombia
pt_17.9149_-76.1882,"Morant Point, Jamaica",-76.1882,17.9149,528,2008.2,Jamaica
pt_1.353925_103.974697,"Changi, Singapore",103.9746973,1.3539247,529,2008.3,Singapore
pt_-6.130492_106.839314,"Jakarta, Indonesia",106.839314,-6.130492,530,2008.3,Indonesia
pt_-22.2667_166.45,"Nouméa, nan",166.45,-22.2667,531,2008.4,New Caledonia
pt_-33.8678_151.21,"Sydney, Australia",151.21,-33.8678,532,2008.4,Australia
pt_-20.722116_166.430431,"Mouli Island, nan",166.430431,-20.722116,533,2008.4,New Caledonia
pt_-20.9333_165.3333,"Poindimié, nan",165.3333,-20.9333,534,2008.4,New Caledonia
pt_-20.9_167.2667,"Lifou, Loyalty Islands, nan",167.2667,-20.9,535,2008.4,New Caledonia
pt_45.644_-123.94,"Nedonna Beach, United States",-123.94,45.644,536,2008.6,United States
grid_29.7_127.5,grid_29.7_127.5,127.5,29.7,537,2008.6,grid_29.7_127.5
grid_31.2_122.5,grid_31.2_122.5,122.5,31.2,538,2008.6,grid_31.2_122.5
pt_31.521874_121.847891,"Chongming, China",121.847891,31.521874,539,2008.6,China
pt_25.1667_121.4333,"Tamshui, Taiwan",121.4333,25.1667,540,2008.6,Taiwan
pt_36.1167_120.4,"Qingdao, China",120.4,36.1167,541,2008.6,China
pt_34.866084_128.640772,"Keoje, South Korea",128.640772,34.866084,542,2008.6,South Korea
pt_35.0432_139.84,"Shin Maruyama, Japan",139.84,35.0432,543,2008.6,Japan
pt_21.550171_-158.243155,"Keawaula, nan",-158.243155,21.550171,544,2008.7,Hawaii
pt_-33.868_151.20924,"Sydney, Australia",151.20924,-33.868,545,2008.7,Australia
pt_57.66657_-2.530403,"Banf, Great Britain",-2.530403,57.66657,546,2008.8,United Kingdom
pt_58.826934_-2.939422,"Ayre of Cara, Orkney Islands, Great Britain",-2.939422,58.826934,547,2008.8,United Kingdom
pt_59.9972_-1.2233,"Sandwick, Shetland Islands, Great Britain",-1.2233,59.9972,548,2008.8,United Kingdom
pt_62.0_-6.7833,"Torshavn, nan",-6.7833,62,549,2008.8,Faroe Islands
pt_60.005071_-1.324235,"Maywick, Shetland Islands, Great Britain",-1.324235,60.005071,550,2008.8,United Kingdom
pt_1.353925_103.974697,"Changi, Singapore",103.9746973,1.3539247,551,2009.11,Singapore
pt_2.43_103.83,"Mersing, Malaysia",103.83,2.43,552,2009.11,Malaysia
pt_22.240025_113.935646,"Lantau, China",113.935646,22.240025,553,2009.11,China
grid_20.6_114.2,grid_20.6_114.2,114.2,20.6,554,2009.11,grid_20.6_114.2
grid_9.5_110.0,grid_9.5_110.0,110,9.5,555,2009.11,grid_9.5_110.0
grid_8.0_109.5,grid_8.0_109.5,109.5,8,556,2009.11,grid_8.0_109.5
grid_5.6_107.7,grid_5.6_107.7,107.7,5.6,557,2009.11,grid_5.6_107.7
pt_16.555172_120.33562,"La Union, Philippines",120.33562,16.555172,558,2009.11,Philippines
pt_13.544909_144.809382,"Tanguisson, nan",144.809382,13.544909,559,2009.11,Guam
pt_21.550171_-158.243155,"Keawaula, nan",-158.243155,21.550171,560,2009.11,Hawaii
pt_35.2742_-120.6631,"San Luis Obispo, United States",-120.6631,35.2742,561,2009.11,United States
pt_13.1744_100.9306,"Sri Racha, Thailand",100.9306,13.1744,562,2009.11,Thailand
pt_4.971273_114.87746,"Tungku, nan",114.87746,4.971273,563,2009.11,Brunei
pt_10.4042_107.1417,"Vung Tau, Vietnam",107.1417,10.4042,564,2009.11,Vietnam
pt_-20.907575_55.542525,"St. Marie, nan",55.542525,-20.907575,565,2009.12,Reunion
pt_-18.155_49.41,"Toamasina, Madagascar",49.41,-18.155,566,2009.12,Madagascar
pt_-20.122253_57.522389,"Terre Rouge, nan",57.522389,-20.122253,567,2009.12,Mauritius
pt_1.13_104.0531,"Batam, Indonesia",104.0531,1.13,568,2009.15,Indonesia
pt_1.353925_103.974697,"Changi, Singapore",103.9746973,1.3539247,569,2009.15,Singapore
pt_2.194324_102.251331,"Melaka, Malaysia",102.251331,2.194324,570,2009.18,Malaysia
pt_1.6667_101.45,"Dumai, Indonesia",101.45,1.6667,571,2009.18,Indonesia
pt_1.13_104.0531,"Batam, Indonesia",104.0531,1.13,572,2009.18,Indonesia
